subgroup,term,coef,p,significant
#43,total_course_activities,-0.0019204160485697657,0.6787254509764187,no
#43,nightly_activities,0.00484188727794415,0.1742532002100065,no
#43,distinct_days,-0.014934629542444358,0.6513571929289215,no
#43,logged_in_weekly,-0.78613816812994,0.04000691435743137,yes
#43,nr_files_viewed,0.014293313540708702,0.44927111476518433,no
#43,nr_slides_viewed,-0.044408699367588095,0.013497907755316674,yes
#44,const,4.737584400692734,1.501723178685511e-06,yes
#44,nr_distinct_files_viewed,0.05036057296532927,0.02972562074239544,yes
#44,total_course_activities,0.008021077504473796,0.17837883898827303,no
#44,nightly_activities,-0.002056771539267279,0.5324636355991241,no
#44,distinct_days,-0.053315219147211844,0.21071966465645772,no
#44,logged_in_weekly,0.07624663458937597,0.8594585856666723,no
#44,nr_files_viewed,-0.029020467702518357,0.23649091528235305,no
#44,nr_slides_viewed,0.005873547723297994,0.6156043576354043,no
#45,const,4.763950943434983,3.4008726927458e-07,yes
#45,nr_distinct_files_viewed,0.015076981729373279,0.49085748699505427,no
#45,total_course_activities,-0.0009039346390607231,0.8045208877317093,no
#45,nightly_activities,0.001832278249148422,0.5708236420944943,no
#45,distinct_days,-0.03012758536429292,0.3865561200923896,no
#45,logged_in_weekly,0.03403646963524476,0.9433871946420929,no
#45,nr_files_viewed,0.016619118993794577,0.3804676642683864,no
#45,nr_slides_viewed,-0.0035518946144103003,0.7703826702375192,no
#46,const,4.784218383563635,3.9898200832662196e-10,yes
#46,nr_distinct_files_viewed,0.05206265288506721,0.009489604034546214,yes
#46,total_course_activities,0.008140549459401552,0.12820287989964668,no
#46,nightly_activities,-0.000921045231053348,0.7583391021683721,no
#46,distinct_days,-0.04923326866593815,0.14476693795242646,no
#46,logged_in_weekly,-0.15127305928749135,0.6979876822527268,no
#46,nr_files_viewed,-0.031909038363201275,0.16343022365346266,no
#46,nr_slides_viewed,0.008623235451505742,0.4014023834960302,no
#47,const,4.83150736505085,3.803199256573599e-12,yes
#47,nr_distinct_files_viewed,0.011396427668046216,0.5464927478493539,no
#47,total_course_activities,-0.000751269395209391,0.8196816426803025,no
#47,nightly_activities,0.0014226867482731616,0.6343671427183549,no
#47,distinct_days,-0.02782488556775388,0.34990365784808697,no
#47,logged_in_weekly,0.2625811988973006,0.516369509515364,no
#47,nr_files_viewed,0.014458201103352173,0.4066296951148485,no
#47,nr_slides_viewed,-0.001396577601124327,0.9016687722173886,no
#48,const,4.83150736505085,3.803199256573599e-12,yes
#48,nr_distinct_files_viewed,0.011396427668046216,0.5464927478493539,no
#48,total_course_activities,-0.000751269395209391,0.8196816426803025,no
#48,nightly_activities,0.0014226867482731616,0.6343671427183549,no
#48,distinct_days,-0.02782488556775388,0.34990365784808697,no
#48,logged_in_weekly,0.2625811988973006,0.516369509515364,no
#48,nr_files_viewed,0.014458201103352173,0.4066296951148485,no
#48,nr_slides_viewed,-0.001396577601124327,0.9016687722173886,no
#49,const,4.516827274414268,3.907223931030676e-08,yes
#49,nr_distinct_files_viewed,0.05832929843152809,0.00694161589074332,yes
#49,total_course_activities,0.00637639648981626,0.14582064182131485,no
#49,nightly_activities,0.0005921555248465777,0.8654465724804463,no
#49,distinct_days,-0.03846739911793383,0.25358686359923815,no
#49,logged_in_weekly,0.22734441638358988,0.5800937683292424,no
#49,nr_files_viewed,-0.02765986775079708,0.1503080659539792,no
#49,nr_slides_viewed,0.007529131266268432,0.5071650423095484,no
#50,const,5.94510182115528,4.1352886328308195e-17,yes
#50,nr_distinct_files_viewed,0.054264470872463076,0.002103618356250576,yes
#50,total_course_activities,0.005590671799947326,0.17868808490543756,no
#50,nightly_activities,0.00016921016009642824,0.9455932099139418,no
#50,distinct_days,-0.008488646686011892,0.788685914722621,no
